customer_id,name,email,age,gender,location,subscription_plan,signup_date,tenure_months,monthly_spend,previous_month_spend,total_spend,login_frequency_per_week,sessions_per_week,avg_session_duration_mins,days_since_last_login,feature_usage_score,usage_change_30d_pct,marketing_emails_opened_pct,support_tickets,complaints,avg_resolution_time_hours,payment_failures_last_3m,discount_received,customer_satisfaction_score,churn,actual_ltv
CUST-1066,Priya Iyer,priya.iyer.1066@example.com,52,Female,Ahmedabad,Premium,2022-07-27,48,10338.85,10749.97,491162.95,8.9,19.8,16.2,1,8,43.0,21.6,3,1,28.6,0,1,4,0,669833.57
CUST-1067,Sanjay Chauhan,sanjay.chauhan.1067@example.com,56,Male,Chennai,Basic,2025-12-10,7,1755.37,1825.17,12161.27,4.2,9.4,26.6,1,4,20.9,94.0,2,1,17.7,0,0,4,0,75208.57
CUST-1068,Tara Bose,tara.bose.1068@example.com,38,Male,Hyderabad,Premium,2023-12-16,31,8100.71,8422.83,248540.35,7.5,16.7,19.6,6,10,19.3,9.2,0,0,24.9,0,1,4,0,524813.08
CUST-1069,Kavya Chauhan,kavya.chauhan.1069@example.com,49,Male,Bengaluru,Standard,2025-09-07,10,4305.96,4477.19,42616.93,5.7,12.7,16.6,3,3,-5.4,63.3,1,1,34.1,0,0,4,0,187816.26
CUST-1070,Rhea Deshmukh,rhea.deshmukh.1070@example.com,40,Female,Kolkata,Premium,2025-01-17,18,8840.01,9191.53,157484.34,4.0,8.9,37.6,18,4,75.0,35.7,2,1,45.8,0,0,3,0,426118.74
CUST-1071,Shreya Kumar,shreya.kumar.1071@example.com,44,Female,Ahmedabad,Basic,2026-07-02,1,1808.12,1880.02,1789.53,2.8,6.2,38.6,7,2,1.2,53.1,2,0,16.8,0,0,4,0,66286.44
CUST-1072,Amit Sharma,amit.sharma.1072@example.com,53,Male,Jaipur,Standard,2025-07-20,12,3813.11,3964.74,45286.91,5.8,12.9,17.4,8,4,-57.3,54.2,1,0,24.8,1,0,3,0,116942.27
CUST-1073,Shreya Bose,shreya.bose.1073@example.com,34,Male,Mumbai,Standard,2026-05-16,2,4531.91,4712.12,8970.64,2.5,5.6,3.2,0,7,5.5,45.8,2,1,30.4,0,0,4,0,220178.3
CUST-1074,Varun Bhatia,varun.bhatia.1074@example.com,41,Female,Bengaluru,Standard,2026-02-12,5,3971.49,4129.42,19653.31,3.4,7.6,2.0,5,3,-29.5,14.8,2,0,7.4,0,0,4,0,144949.39
CUST-1075,Aditi Pandey,aditi.pandey.1075@example.com,56,Female,Hyderabad,Premium,2025-07-15,12,9222.08,9588.79,109527.27,5.6,12.5,24.6,4,1,26.5,34.0,5,1,7.6,0,0,4,0,335448.78
CUST-1076,Tanvi Patel,tanvi.patel.1076@example.com,26,Male,Pune,Standard,2024-07-24,24,4915.55,5111.02,116760.38,3.7,8.2,29.2,9,10,18.3,46.1,0,0,23.5,0,0,5,0,309380.79
CUST-1077,Tara Pandey,tara.pandey.1077@example.com,30,Male,Chandigarh,Premium,2025-07-14,12,8856.43,9208.6,105184.58,3.4,7.6,22.7,3,8,-7.4,44.6,3,0,24.3,1,0,4,0,449423.96
CUST-1078,Siddharth Kapoor,siddharth.kapoor.1078@example.com,50,Female,Bengaluru,Basic,2023-04-14,39,1398.94,1454.57,53997.77,3.6,8.0,21.2,28,6,-26.9,17.4,3,1,1.0,0,0,4,0,71486.62
CUST-1079,Tara Iyer,tara.iyer.1079@example.com,27,Male,Pune,Premium,2024-07-28,24,8317.32,8648.06,197563.53,2.8,6.2,13.2,8,3,2.1,73.0,1,0,22.4,0,1,5,0,464440.29
CUST-1080,Rahul Saxena,rahul.saxena.1080@example.com,46,Male,Chennai,Basic,2026-04-16,3,1613.85,1678.02,4791.78,5.1,11.4,29.2,8,8,-20.0,0.0,2,0,15.1,0,1,5,0,79556.1
CUST-1081,Neha Chopra,neha.chopra.1081@example.com,52,Female,Delhi NCR,Premium,2025-12-19,7,10120.27,10522.7,70113.6,4.3,9.6,40.5,18,6,20.1,36.0,2,0,21.2,0,0,3,0,492331.51
CUST-1082,Harsh Chauhan,harsh.chauhan.1082@example.com,43,Female,Kolkata,Enterprise,2025-03-21,16,25362.8,26371.35,401632.92,1.4,3.1,2.0,40,1,13.6,19.9,0,0,10.2,0,1,5,0,1127505.44
CUST-1083,Sneha Das,sneha.das.1083@example.com,23,Male,Chennai,Basic,2023-03-27,40,1711.24,1779.29,67745.9,3.2,7.1,21.1,1,9,75.0,46.4,3,0,33.5,0,0,4,0,106762.12
CUST-1084,Siddharth Mehta,siddharth.mehta.1084@example.com,26,Male,Hyderabad,Standard,2022-07-13,48,3684.53,3831.04,175039.26,3.4,7.6,11.3,12,9,-14.5,66.4,2,0,28.4,0,0,3,0,271204.36
CUST-1085,Rohan Kumar,rohan.kumar.1085@example.com,48,Male,Delhi NCR,Standard,2024-10-23,21,4799.07,4989.9,99744.4,3.4,7.6,5.6,1,9,-10.5,8.2,3,1,7.3,0,0,3,0,317426.59
CUST-1086,Kavya Saxena,kavya.saxena.1086@example.com,46,Male,Pune,Basic,2025-07-25,12,1777.51,1848.19,21110.84,5.5,12.2,9.6,4,6,-6.3,98.5,3,2,20.2,0,0,2,0,86955.96
CUST-1087,Manish Rao,manish.rao.1087@example.com,29,Female,Delhi NCR,Standard,2024-11-27,20,4978.45,5176.42,98545.38,2.7,6.0,26.2,0,6,-5.1,46.8,4,1,24.7,2,0,3,0,202441.48
CUST-1088,Priya Bhatia,priya.bhatia.1088@example.com,22,Male,Chandigarh,Standard,2026-02-08,5,4909.88,5105.12,24297.02,9.9,22.0,26.5,7,4,26.8,51.2,2,0,8.6,0,0,4,0,199793.76
CUST-1089,Rhea Reddy,rhea.reddy.1089@example.com,41,Female,Jaipur,Premium,2026-02-27,5,9221.0,9587.67,45631.02,7.1,15.8,38.1,4,8,-9.7,7.4,6,1,37.0,0,1,4,0,446358.67
CUST-1090,Sneha Bhatia,sneha.bhatia.1090@example.com,44,Female,Jaipur,Premium,2025-04-27,15,9356.68,9728.75,138907.33,7.1,15.8,22.1,7,9,53.2,40.9,3,2,19.9,0,1,2,0,505428.78
CUST-1091,Priya Bhatia,priya.bhatia.1091@example.com,53,Male,Chennai,Premium,2024-02-27,29,10448.63,10864.12,299895.17,2.0,4.5,2.7,8,7,14.3,65.3,2,1,36.9,0,1,4,0,594333.77
CUST-1092,Aditi Kumar,aditi.kumar.1092@example.com,32,Male,Chennai,Standard,2022-07-22,48,3786.77,3937.35,179896.32,0.2,0.5,19.4,7,7,-15.6,47.0,0,0,1.0,2,0,2,0,220347.81
CUST-1093,Simran Iyer,simran.iyer.1093@example.com,45,Male,Hyderabad,Premium,2026-01-28,6,9088.14,9449.53,53968.26,3.5,7.8,6.7,2,2,-22.8,45.4,1,0,11.1,3,0,3,1,329353.17
CUST-1094,Ananya Iyer,ananya.iyer.1094@example.com,32,Female,Hyderabad,Standard,2024-08-11,23,3765.02,3914.74,85705.21,4.8,10.7,8.7,13,2,27.1,40.8,2,1,40.7,0,0,3,0,179145.3
CUST-1095,Isha Mishra,isha.mishra.1095@example.com,50,Female,Mumbai,Standard,2024-04-26,27,4235.78,4404.22,113190.32,3.9,8.7,28.4,6,10,-1.2,8.9,1,0,15.3,0,0,4,0,244338.02
CUST-1096,Pooja Chauhan,pooja.chauhan.1096@example.com,47,Male,Chandigarh,Standard,2025-05-29,14,4371.71,4545.55,60574.73,3.1,6.9,24.1,5,2,-1.7,8.8,2,0,16.3,0,0,4,0,175905.0
CUST-1097,Priya Singh,priya.singh.1097@example.com,37,Female,Hyderabad,Enterprise,2026-01-30,6,24346.68,25314.82,144578.3,0.5,1.1,28.5,32,4,-18.8,70.1,2,0,25.3,0,0,3,0,1078085.47
CUST-1098,Isha Nair,isha.nair.1098@example.com,56,Female,Ahmedabad,Premium,2025-05-25,14,8182.98,8508.37,113383.97,2.8,6.2,18.1,2,9,-3.7,63.2,1,0,22.3,0,0,4,0,436754.25
CUST-1099,Harsh Rao,harsh.rao.1099@example.com,41,Female,Chandigarh,Standard,2025-06-22,13,4605.95,4789.1,59261.78,3.7,8.2,30.7,5,5,-19.9,66.7,0,0,14.7,1,0,3,0,213574.19
CUST-1100,Rajesh Malhotra,rajesh.malhotra.1100@example.com,24,Male,Mumbai,Premium,2025-05-14,14,8162.11,8486.67,113094.79,3.2,7.1,17.5,8,2,36.1,22.3,1,0,31.8,1,0,3,0,363130.99
CUST-1101,Rhea Kapoor,rhea.kapoor.1101@example.com,22,Female,Jaipur,Standard,2025-05-14,14,4961.52,5158.81,68747.18,3.1,6.9,34.3,1,4,18.1,38.2,0,0,17.6,0,0,4,0,224238.63
CUST-1102,Shreya Chauhan,shreya.chauhan.1102@example.com,22,Female,Bengaluru,Premium,2024-04-23,27,8797.09,9146.9,235079.59,2.5,5.6,25.8,3,7,-6.9,71.6,2,1,30.5,0,0,3,0,554826.22
CUST-1103,Neha Chauhan,neha.chauhan.1103@example.com,38,Male,Mumbai,Standard,2026-04-26,3,4528.33,4708.4,13445.33,7.7,17.1,19.7,12,5,-7.3,12.5,1,1,35.3,0,0,4,0,135051.33
CUST-1104,Aditi Gupta,aditi.gupta.1104@example.com,23,Male,Mumbai,Basic,2025-12-19,7,1577.19,1639.91,10926.83,5.7,12.7,24.3,2,8,0.6,69.1,3,1,1.0,2,1,3,0,72098.97
CUST-1105,Pooja Verma,pooja.verma.1105@example.com,50,Male,Chennai,Standard,2025-06-27,13,3682.62,3829.06,47381.89,6.2,13.8,21.8,5,1,-2.2,27.9,1,0,7.4,0,0,3,0,150678.8
CUST-1106,Simran Rao,simran.rao.1106@example.com,41,Male,Kolkata,Standard,2026-02-27,5,4259.99,4429.39,21080.98,4.8,10.7,39.6,7,5,-28.8,21.5,1,0,8.9,0,0,3,1,151778.16
CUST-1107,Priya Agarwal,priya.agarwal.1107@example.com,27,Male,Delhi NCR,Standard,2022-07-29,48,4322.38,4494.26,205341.3,1.4,3.1,24.7,8,4,-55.2,41.2,4,1,31.9,0,1,4,0,252722.88
CUST-1108,Kavya Patel,kavya.patel.1108@example.com,29,Female,Jaipur,Standard,2026-02-28,5,4795.36,4986.05,23730.31,5.8,12.9,22.0,9,3,-24.3,15.2,1,0,36.9,0,0,4,1,192098.73
CUST-1109,Rajesh Kapoor,rajesh.kapoor.1109@example.com,50,Male,Pune,Standard,2025-10-10,9,4624.13,4808.01,41189.32,7.0,15.6,19.4,15,7,-5.6,0.0,1,1,1.6,0,1,5,0,231102.36
CUST-1110,Divya Mehta,divya.mehta.1110@example.com,54,Male,Pune,Premium,2024-01-27,30,8348.88,8680.87,247891.48,7.3,16.3,31.3,3,10,-22.7,43.8,1,1,19.0,0,0,2,0,517446.93
CUST-1111,Siddharth Mehta,siddharth.mehta.1111@example.com,24,Female,Hyderabad,Premium,2026-05-31,2,8757.89,9106.15,17335.71,5.5,12.2,29.8,9,1,20.9,54.8,1,0,29.1,1,1,4,0,358608.01
CUST-1112,Sneha Das,sneha.das.1112@example.com,56,Male,Jaipur,Standard,2024-07-02,25,4035.63,4196.11,99853.54,4.2,9.4,19.0,9,6,-8.4,71.2,1,0,1.0,0,0,4,0,210263.83
CUST-1113,Kavya Gupta,kavya.gupta.1113@example.com,26,Male,Ahmedabad,Enterprise,2025-07-13,12,23517.63,24452.8,279310.28,4.2,9.4,9.3,2,8,50.5,56.6,0,0,20.6,0,0,4,0,1200000.0
CUST-1114,Deepak Gupta,deepak.gupta.1114@example.com,48,Female,Hyderabad,Standard,2026-06-15,1,4238.6,4407.15,4195.03,5.3,11.8,12.1,25,2,-17.7,89.2,3,0,21.5,2,1,3,0,108030.81
CUST-1115,Tara Deshmukh,tara.deshmukh.1115@example.com,33,Female,Hyderabad,Premium,2023-10-11,33,11199.33,11644.67,365778.44,0.8,1.8,20.0,15,6,1.9,74.7,1,1,30.5,2,0,4,0,589993.39
CUST-1116,Sanjay Agarwal,sanjay.agarwal.1116@example.com,41,Female,Mumbai,Standard,2026-06-10,1,4319.38,4491.14,4274.97,5.5,12.2,36.8,2,1,-10.1,59.7,2,2,18.5,0,0,2,1,72944.42
